FECHA,DEPARTAMENTO,MUNICIPIO,DIA,CLASE DE ESTUPEFACIENTE,CLASE DE SITIO,ZONA,UNIDAD DE MEDIDA,CÓDIGO DANE,CANTIDAD
05/28/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5055000,35
05/29/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5055000,80
05/30/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5055000,25
05/31/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5055000,53
01/02/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,18
01/04/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,10
01/05/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,5
01/06/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,10
01/07/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,11
01/08/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,10
01/12/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,482
01/13/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,495
01/14/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,10
01/15/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,485
01/30/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Martes,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5059000,50
02/18/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,50
02/22/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,30
02/26/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,200
03/06/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,12
03/14/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,230
03/17/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,30
04/06/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,350
04/09/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,300
04/14/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,100
04/15/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,150
04/21/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5059000,250
05/03/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Jueves,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5059000,100
01/14/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Domingo,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,70
01/28/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Domingo,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,26
01/29/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Lunes,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,2000
02/03/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Sábado,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,45
02/07/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Miércoles,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,1
02/16/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Viernes,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,250
02/23/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Viernes,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,40
02/28/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5079000,40
03/18/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5079000,120
04/13/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Viernes,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,1305
04/19/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Jueves,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,55
04/20/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Viernes,MARIHUANA,CASAS DE HABITACION,RURAL,GRAMO,5079000,3630
05/08/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5079000,1
05/12/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5079000,50
05/16/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5079000,5
05/17/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5079000,95
05/19/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Sábado,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,1000
05/22/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Martes,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5079000,100
05/22/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5079000,43
01/05/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,219
01/06/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,1000
01/07/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,200
01/08/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,157
01/10/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,222
01/12/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,68
01/13/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,60
01/14/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,80
01/15/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5088000,40
01/16/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,47
01/17/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,100
01/18/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,180
01/19/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,190
01/20/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,260
01/21/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,250
01/22/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,187
01/23/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5088000,1000
01/23/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,180
01/24/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,248
01/25/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,250
01/26/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,440
01/27/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,440
01/28/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,40
01/29/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,120
01/31/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,500
02/01/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,170
02/02/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,540
02/03/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,110
02/05/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,625
02/06/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,10
02/07/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,124
02/08/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,40
02/09/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,108
02/10/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,100
02/12/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,244
02/14/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,195
02/15/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,1558
02/16/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,120
02/18/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,60
02/19/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,52
02/20/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,1010
02/21/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,98
02/22/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,110
02/23/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,453
02/24/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,48
02/25/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,55
02/26/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,101
02/27/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,75
02/28/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,RURAL,GRAMO,5088000,6000
02/28/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,126
03/01/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,320
03/02/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,102
03/03/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,110
03/04/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,430
03/05/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,240
03/06/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,742
03/07/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,730
03/08/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,265
03/09/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,TRAMO DE VIA,URBANA,GRAMO,5088000,40
03/09/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,60
03/12/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,80
03/13/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,195
03/14/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,2600
03/15/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,468
03/16/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,289
03/17/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,355
03/18/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,60
03/19/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,242
03/21/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,5000
03/22/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,684
03/23/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,40
03/26/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,76
03/28/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,50
03/29/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,45
03/30/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,1000
03/31/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,1267
04/01/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,70
04/02/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,890
04/03/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,150
04/04/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,40
04/05/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,254
04/06/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,380
04/07/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,360
04/09/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,320
04/11/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,3200
04/12/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,120
04/14/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,36
04/15/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,20
04/16/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,15
04/19/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,485
04/21/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,390
04/23/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,55
04/24/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,99
04/26/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,80
04/27/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,141
04/28/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,22
04/30/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,109
05/02/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,82
05/03/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,123
05/04/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,51
05/05/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,300
05/06/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,19
05/07/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,108
05/08/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,549
05/09/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,99
05/10/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,40
05/11/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,209
05/12/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,605
05/13/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,30
05/14/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,108
05/15/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,120
05/16/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,114
05/17/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,128
05/18/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,852
05/20/2018 12:00:00 AM,ANTIOQUIA,BELLO,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,74
05/22/2018 12:00:00 AM,ANTIOQUIA,BELLO,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,4
05/25/2018 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,1060
05/26/2018 12:00:00 AM,ANTIOQUIA,BELLO,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,121
05/28/2018 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,81
05/30/2018 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5088000,204
01/06/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,10
01/07/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,12
01/09/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,18
01/10/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,10
01/11/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,11
01/12/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,15
01/17/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,12
01/18/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,11
01/21/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,12
01/24/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,12
01/25/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,11
01/26/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Viernes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,10
01/27/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Sábado,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,10
01/28/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Domingo,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,10
01/29/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,11
01/30/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,10
01/31/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,10
02/05/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Lunes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,15
02/06/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Martes,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,11
02/07/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Miércoles,MARIHUANA,FINCAS Y SIMILARES,RURAL,GRAMO,5086000,1312
02/07/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Miércoles,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,21
02/08/2018 12:00:00 AM,ANTIOQUIA,BELMIRA,Jueves,MARIHUANA,VIAS PUBLICAS,URBANA,GRAMO,5086000,10
