FECHA,DEPARTAMENTO,MUNICIPIO,DIA,CLASE DE ESTUPEFACIENTE,CLASE DE SITIO,ZONA,UNIDAD DE MEDIDA,CÓDIGO DANE,CANTIDAD
01/03/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,91001000,1
01/13/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,91001000,2
01/25/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,91001000,3
01/26/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,91001000,3
01/28/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Domingo,BASE DE COCA,AEROPUERTO,URBANA,GRAMO,91001000,14776
02/05/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,91001000,5
05/18/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Viernes,BASE DE COCA,RIOS,RURAL,GRAMO,91001000,14000
01/10/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5002000,3
01/18/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5002000,4
01/19/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5002000,1
01/23/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5002000,3
02/02/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Viernes,BASE DE COCA,FINCAS Y SIMILARES,RURAL,GRAMO,5002000,3
02/06/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Martes,BASE DE COCA,LABORATORIO DE CRISTALIZACION,RURAL,GRAMO,5002000,25000
02/14/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5002000,55
03/10/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5002000,12
05/26/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5002000,70
05/28/2018 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Lunes,BASE DE COCA,TRAMO DE VIA,RURAL,GRAMO,5002000,20
02/16/2018 12:00:00 AM,ANTIOQUIA,ABRIAQUÍ,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5004000,2
04/05/2018 12:00:00 AM,ANTIOQUIA,ABRIAQUÍ,Jueves,BASE DE COCA,FINCAS Y SIMILARES,RURAL,GRAMO,5004000,6
04/13/2018 12:00:00 AM,ANTIOQUIA,ABRIAQUÍ,Viernes,BASE DE COCA,FINCAS Y SIMILARES,RURAL,GRAMO,5004000,2
05/24/2018 12:00:00 AM,ANTIOQUIA,ABRIAQUÍ,Jueves,BASE DE COCA,FINCAS Y SIMILARES,RURAL,GRAMO,5004000,3
03/09/2018 12:00:00 AM,ANTIOQUIA,ALEJANDRÍA,Viernes,BASE DE COCA,LABORATORIO DE CRISTALIZACION,RURAL,GRAMO,5021000,1036
01/03/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,4
01/27/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Sábado,BASE DE COCA,FINCAS Y SIMILARES,RURAL,GRAMO,5030000,4
02/03/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,3
02/06/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Martes,BASE DE COCA,INTERIOR VEHICULO SERVICIO PUBLICO,RURAL,GRAMO,5030000,150
02/11/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Domingo,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,8
02/14/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,30
02/15/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,70
02/17/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,150
02/26/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,15
03/03/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Sábado,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,2
03/05/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Lunes,BASE DE COCA,INTERIOR VEHICULO SERVICIO PUBLICO,RURAL,GRAMO,5030000,200
03/06/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,3
03/08/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,2
03/08/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,1
03/09/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,10
03/10/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Sábado,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,2
03/14/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,3
03/17/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Sábado,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,24
03/21/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,10
03/22/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,15
03/23/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,20
03/25/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Domingo,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,30
03/29/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,20
03/31/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,10
04/01/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Domingo,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,1
04/01/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Domingo,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,15
04/03/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,28
04/04/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,15
04/06/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,12
04/13/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,15
04/20/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,15
04/25/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Miércoles,BASE DE COCA,TRAMO DE VIA,RURAL,GRAMO,5030000,400
05/06/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Domingo,BASE DE COCA,CARRETERA,URBANA,GRAMO,5030000,15
05/08/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,14
05/14/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,10
05/16/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,16
05/17/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5030000,2
05/21/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,8
05/22/2018 12:00:00 AM,ANTIOQUIA,AMAGÁ,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5030000,12
01/29/2018 12:00:00 AM,ANTIOQUIA,AMALFI,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5031000,10
04/16/2018 12:00:00 AM,ANTIOQUIA,AMALFI,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5031000,1
04/20/2018 12:00:00 AM,ANTIOQUIA,AMALFI,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5031000,1
01/03/2018 12:00:00 AM,ANTIOQUIA,ANDES,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,20
01/08/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,17
01/13/2018 12:00:00 AM,ANTIOQUIA,ANDES,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,5
01/22/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,10
01/22/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,15
01/23/2018 12:00:00 AM,ANTIOQUIA,ANDES,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,5
01/23/2018 12:00:00 AM,ANTIOQUIA,ANDES,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,26
01/27/2018 12:00:00 AM,ANTIOQUIA,ANDES,Sábado,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,2
01/28/2018 12:00:00 AM,ANTIOQUIA,ANDES,Domingo,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,2
01/29/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,5
01/30/2018 12:00:00 AM,ANTIOQUIA,ANDES,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,5
01/31/2018 12:00:00 AM,ANTIOQUIA,ANDES,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,3
02/04/2018 12:00:00 AM,ANTIOQUIA,ANDES,Domingo,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,8
02/07/2018 12:00:00 AM,ANTIOQUIA,ANDES,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,25
02/09/2018 12:00:00 AM,ANTIOQUIA,ANDES,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,28
02/16/2018 12:00:00 AM,ANTIOQUIA,ANDES,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,10
02/17/2018 12:00:00 AM,ANTIOQUIA,ANDES,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,7
02/20/2018 12:00:00 AM,ANTIOQUIA,ANDES,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,55
02/22/2018 12:00:00 AM,ANTIOQUIA,ANDES,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,16
02/23/2018 12:00:00 AM,ANTIOQUIA,ANDES,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,10
02/26/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,5
02/28/2018 12:00:00 AM,ANTIOQUIA,ANDES,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,5
03/02/2018 12:00:00 AM,ANTIOQUIA,ANDES,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,10
03/07/2018 12:00:00 AM,ANTIOQUIA,ANDES,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,1
03/20/2018 12:00:00 AM,ANTIOQUIA,ANDES,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,1
03/22/2018 12:00:00 AM,ANTIOQUIA,ANDES,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,1
03/25/2018 12:00:00 AM,ANTIOQUIA,ANDES,Domingo,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,1
03/26/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,1
04/05/2018 12:00:00 AM,ANTIOQUIA,ANDES,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,6
04/16/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5034000,14
05/25/2018 12:00:00 AM,ANTIOQUIA,ANDES,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5034000,28
01/07/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Domingo,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,7
01/14/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Domingo,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,7
01/19/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,8
01/23/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Martes,BASE DE COCA,FINCAS Y SIMILARES,RURAL,GRAMO,5036000,6
01/23/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,4
02/05/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,5
02/12/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,9
02/23/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,65
03/12/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,3
03/19/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,3
03/29/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Jueves,BASE DE COCA,SECTOR RESIDENCIAS,URBANA,GRAMO,5036000,12
04/06/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,5
04/09/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,5
04/12/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,10
04/29/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Domingo,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,15
05/09/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,7
05/12/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Sábado,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5036000,100
05/25/2018 12:00:00 AM,ANTIOQUIA,ANGELÓPOLIS,Viernes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5036000,10
01/17/2018 12:00:00 AM,ANTIOQUIA,ANGOSTURA,Miércoles,BASE DE COCA,FINCAS Y SIMILARES,RURAL,GRAMO,5038000,5
01/22/2018 12:00:00 AM,ANTIOQUIA,ANGOSTURA,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5038000,6
02/08/2018 12:00:00 AM,ANTIOQUIA,ANGOSTURA,Jueves,BASE DE COCA,CASAS DE HABITACION,URBANA,GRAMO,5038000,40
04/02/2018 12:00:00 AM,ANTIOQUIA,ANGOSTURA,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5038000,7
01/16/2018 12:00:00 AM,ANTIOQUIA,ANZA,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,8
01/21/2018 12:00:00 AM,ANTIOQUIA,ANZA,Domingo,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,5
01/26/2018 12:00:00 AM,ANTIOQUIA,ANZA,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,3
01/27/2018 12:00:00 AM,ANTIOQUIA,ANZA,Sábado,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,3
01/29/2018 12:00:00 AM,ANTIOQUIA,ANZA,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
02/06/2018 12:00:00 AM,ANTIOQUIA,ANZA,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
02/09/2018 12:00:00 AM,ANTIOQUIA,ANZA,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
02/13/2018 12:00:00 AM,ANTIOQUIA,ANZA,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,5
02/19/2018 12:00:00 AM,ANTIOQUIA,ANZA,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,5
02/21/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
03/01/2018 12:00:00 AM,ANTIOQUIA,ANZA,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,4
03/04/2018 12:00:00 AM,ANTIOQUIA,ANZA,Domingo,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
03/06/2018 12:00:00 AM,ANTIOQUIA,ANZA,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
03/07/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
03/08/2018 12:00:00 AM,ANTIOQUIA,ANZA,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
03/12/2018 12:00:00 AM,ANTIOQUIA,ANZA,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
03/19/2018 12:00:00 AM,ANTIOQUIA,ANZA,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
03/20/2018 12:00:00 AM,ANTIOQUIA,ANZA,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,3
03/21/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,3
03/22/2018 12:00:00 AM,ANTIOQUIA,ANZA,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
03/26/2018 12:00:00 AM,ANTIOQUIA,ANZA,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,5
03/28/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
03/29/2018 12:00:00 AM,ANTIOQUIA,ANZA,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,8
04/04/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5044000,4
04/06/2018 12:00:00 AM,ANTIOQUIA,ANZA,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,55
04/10/2018 12:00:00 AM,ANTIOQUIA,ANZA,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,4
04/12/2018 12:00:00 AM,ANTIOQUIA,ANZA,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
04/13/2018 12:00:00 AM,ANTIOQUIA,ANZA,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,2
04/18/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,7
04/20/2018 12:00:00 AM,ANTIOQUIA,ANZA,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
04/24/2018 12:00:00 AM,ANTIOQUIA,ANZA,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,8
04/25/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
05/08/2018 12:00:00 AM,ANTIOQUIA,ANZA,Martes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,3
05/09/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
05/12/2018 12:00:00 AM,ANTIOQUIA,ANZA,Sábado,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
05/14/2018 12:00:00 AM,ANTIOQUIA,ANZA,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
05/17/2018 12:00:00 AM,ANTIOQUIA,ANZA,Jueves,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,1
05/18/2018 12:00:00 AM,ANTIOQUIA,ANZA,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,3
05/25/2018 12:00:00 AM,ANTIOQUIA,ANZA,Viernes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,4
05/30/2018 12:00:00 AM,ANTIOQUIA,ANZA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5044000,3
05/31/2018 12:00:00 AM,ANTIOQUIA,ANZA,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5044000,3
01/17/2018 12:00:00 AM,ANTIOQUIA,APARTADÓ,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5045000,55
03/04/2018 12:00:00 AM,ANTIOQUIA,APARTADÓ,Domingo,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5045000,30
03/13/2018 12:00:00 AM,ANTIOQUIA,APARTADÓ,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5045000,48
03/18/2018 12:00:00 AM,ANTIOQUIA,APARTADÓ,Domingo,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5045000,5
03/20/2018 12:00:00 AM,ANTIOQUIA,APARTADÓ,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5045000,70
05/01/2018 12:00:00 AM,ANTIOQUIA,APARTADÓ,Martes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5045000,15
05/31/2018 12:00:00 AM,ANTIOQUIA,APARTADÓ,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5045000,55
02/12/2018 12:00:00 AM,ANTIOQUIA,ARBOLETES,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5051000,12
02/17/2018 12:00:00 AM,ANTIOQUIA,ARBOLETES,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5051000,17
01/20/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,25
02/26/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,2
02/28/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,2
04/05/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,1
04/09/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,5
04/16/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Lunes,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,5
04/18/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,4
05/17/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,2
05/27/2018 12:00:00 AM,ANTIOQUIA,ARGELIA,Domingo,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5055000,3
04/16/2018 12:00:00 AM,ANTIOQUIA,ARMENIA,Lunes,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5059000,8
01/13/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Sábado,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5079000,7
01/18/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Jueves,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5079000,40
01/24/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Miércoles,BASE DE COCA,VIAS PUBLICAS,RURAL,GRAMO,5079000,15
01/24/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Miércoles,BASE DE COCA,VIAS PUBLICAS,URBANA,GRAMO,5079000,4
